,gene_ID,count,mean,std,p_val,p_corr
41,ECB_00269,6.0,3.8930469016497517e-07,4.046270532265723e-07,0.068,1.0
42,ECB_04187,4.0,3.888357591123747e-07,1.7756510054515277e-07,0.108,1.0
43,ECB_01701,6.0,3.880370052720439e-07,1.9379863079397018e-07,0.07,1.0
44,ECB_02564,4.0,3.8747017942370857e-07,5.328341630192079e-07,0.114,1.0
45,ECB_02155,5.0,3.865542049665362e-07,2.374440609942484e-07,0.076,1.0
46,ECB_04057,5.0,3.853101127883373e-07,2.3807114186281444e-07,0.046,1.0
47,ECB_04255,4.0,3.848260697263599e-07,3.574338450913126e-07,0.154,1.0
48,ECB_02428,5.0,3.8385077901991386e-07,2.7760834771022717e-07,0.07,1.0
49,ECB_01449,5.0,3.836767526672796e-07,5.071656056686712e-07,0.082,1.0
50,ECB_00197,5.0,3.801611423345339e-07,2.814046724370741e-07,0.09,1.0
51,ECB_04229,11.0,3.799481949029181e-07,2.91107405209673e-07,0.034,1.0
52,ECB_02168,5.0,3.7781665589871744e-07,1.7093314310215848e-07,0.108,1.0
53,ECB_01152,7.0,3.7676027102675404e-07,1.637069695086549e-07,0.07,1.0
54,ECB_03865,5.0,3.767389101647942e-07,2.802644724599603e-07,0.088,1.0
55,ECB_03186,6.0,3.747401011710093e-07,2.7461802318101537e-07,0.092,1.0
56,ECB_03823,4.0,3.736853189729726e-07,1.5505234282743766e-07,0.106,1.0
57,ECB_00760,7.0,3.732380338812726e-07,4.7618122828324604e-07,0.072,1.0
58,ECB_01657,10.0,3.703381092443269e-07,3.041433015498156e-07,0.068,1.0
59,ECB_00345,7.0,3.680578399886146e-07,2.9760368432194016e-07,0.08,1.0
60,ECB_02684,9.0,3.680159970182751e-07,1.350348148926622e-07,0.076,1.0
61,ECB_00557,4.0,3.671627716418415e-07,2.58157957603987e-07,0.134,1.0
62,ECB_00249,7.0,3.667416275766226e-07,4.809309464715125e-07,0.088,1.0
63,ECB_03579,9.0,3.6573731157149385e-07,2.6319112619594527e-07,0.06,1.0
64,ECB_01723,9.0,3.6474110974214424e-07,3.5467558673873203e-07,0.052,1.0
65,ECB_03446,10.0,3.6291470574220323e-07,2.3455513364686533e-07,0.068,1.0
66,ECB_02319,10.0,3.623248180111654e-07,2.665118704969483e-07,0.06,1.0
67,ECB_02557,5.0,3.613578784499417e-07,1.9470173249142983e-07,0.15,1.0
68,ECB_00216,4.0,3.588336799071268e-07,3.7334376654934204e-07,0.138,1.0
69,ECB_03337,5.0,3.569098534833155e-07,3.100841048129215e-07,0.1,1.0
70,ECB_02540,13.0,3.5636972860559656e-07,3.5019738674118484e-07,0.052,1.0
71,ECB_01444,6.0,3.5610755075800744e-07,3.6408703081756975e-07,0.13,1.0
72,ECB_03894,12.0,3.5588739296591075e-07,2.5033697402968394e-07,0.048,1.0
73,ECB_02571,10.0,3.548576540354887e-07,4.258586696429723e-07,0.064,1.0
74,ECB_03745,5.0,3.547503733468084e-07,2.2588755262027612e-07,0.158,1.0
75,ECB_00860,4.0,3.514932210372573e-07,1.1932645259542323e-07,0.142,1.0
76,ECB_03704,7.0,3.5032001963160255e-07,3.2426392505104884e-07,0.106,1.0
77,ECB_03676,14.0,3.497888353235901e-07,2.2680514857257972e-07,0.06,1.0
78,ECB_04202,9.0,3.4939065515883496e-07,4.351098721632914e-07,0.078,1.0
79,ECB_02296,6.0,3.489923592397381e-07,3.48708130296948e-07,0.112,1.0
80,ECB_02656,6.0,3.4847662741958137e-07,2.730526682707038e-07,0.12,1.0
81,ECB_02562,14.0,3.481463961108846e-07,2.815303624617999e-07,0.088,1.0
82,ECB_03376,5.0,3.466661597786994e-07,3.241938414760397e-07,0.158,1.0
83,ECB_01550,6.0,3.4665151430285545e-07,1.454618850006934e-07,0.138,1.0
84,ECB_03849,6.0,3.463334228071166e-07,3.9667328438300566e-07,0.118,1.0
85,ECB_00287,4.0,3.4381023250268764e-07,2.479183560772441e-07,0.162,1.0
86,ECB_00807,4.0,3.434604098121904e-07,2.7530032363893293e-07,0.15,1.0
87,ECB_03705,10.0,3.431987838901935e-07,4.3962112971196934e-07,0.11,1.0
88,ECB_03061,4.0,3.417741686306794e-07,5.022688990095608e-07,0.152,1.0
89,ECB_01356,4.0,3.416485257602422e-07,1.2359595493314058e-07,0.182,1.0
90,ECB_04204,4.0,3.415101090271172e-07,4.811844184194489e-07,0.166,1.0
91,ECB_02896,10.0,3.4080665000736015e-07,2.483577093047605e-07,0.092,1.0
92,ECB_03939,14.0,3.4053996200254504e-07,2.8660779862897994e-07,0.062,1.0
93,ECB_04108,9.0,3.404040597101757e-07,2.491872429117283e-07,0.09,1.0
94,ECB_00396,7.0,3.402575238436004e-07,2.1875385380949488e-07,0.132,1.0
95,ECB_01233,18.0,3.3989312286840603e-07,3.1206790718729205e-07,0.032,1.0
96,ECB_03335,6.0,3.3984258614694223e-07,3.3801393665833606e-07,0.142,1.0
97,ECB_01374,7.0,3.3947815070825987e-07,1.9333471076555651e-07,0.14,1.0
98,ECB_02259,10.0,3.3881285618618836e-07,2.0955054308169567e-07,0.098,1.0
99,ECB_02850,17.0,3.381723636219215e-07,2.668260758427344e-07,0.066,1.0
100,ECB_00403,5.0,3.374510797855527e-07,2.0415975642229962e-07,0.162,1.0
101,ECB_04106,12.0,3.369797858082185e-07,3.2948603539609017e-07,0.078,1.0
102,ECB_03688,6.0,3.3618893912682064e-07,2.5182423108109497e-07,0.168,1.0
103,ECB_00198,8.0,3.3570866150192175e-07,2.597614820049038e-07,0.132,1.0
104,ECB_03403,4.0,3.353524697117902e-07,2.800394657349923e-07,0.168,1.0
105,ECB_04011,16.0,3.342406755867389e-07,2.2320971732330128e-07,0.078,1.0
106,ECB_00638,17.0,3.3231730239086685e-07,1.972061424113129e-07,0.074,1.0
107,ECB_04193,11.0,3.3100893100902766e-07,4.094394633557555e-07,0.096,1.0
108,ECB_01955,14.0,3.31005877377977e-07,3.520191747472049e-07,0.092,1.0
109,ECB_03454,9.0,3.309192320205115e-07,2.439549167075656e-07,0.148,1.0
110,ECB_04092,13.0,3.298287858903255e-07,3.374883972369942e-07,0.09,1.0
111,ECB_02047,13.0,3.2878155425156226e-07,2.0956514285223516e-07,0.114,1.0
112,ECB_02055,8.0,3.28622816924146e-07,2.0117990299135012e-07,0.128,1.0
113,ECB_02518,15.0,3.274860177081776e-07,3.670109169027357e-07,0.084,1.0
114,ECB_03583,6.0,3.2741378843093936e-07,1.6513335595475364e-07,0.168,1.0
115,ECB_02535,19.0,3.270986982102381e-07,2.5104761761383615e-07,0.082,1.0
116,ECB_01968,11.0,3.2690941760942793e-07,2.611160234835684e-07,0.128,1.0
117,ECB_01573,5.0,3.267209741437067e-07,2.4362670035337745e-07,0.18,1.0
118,ECB_02520,10.0,3.2633402999005953e-07,1.6990470243358972e-07,0.148,1.0
119,ECB_02501,7.0,3.2536325150976215e-07,2.829881711398385e-07,0.17,1.0
120,ECB_03805,5.0,3.250710301586337e-07,3.231127548251925e-07,0.186,1.0
121,ECB_03553,4.0,3.2500687562728223e-07,2.401918155971465e-07,0.21,1.0
122,ECB_02048,17.0,3.24638248142286e-07,2.653558356742315e-07,0.09,1.0
123,ECB_01874,4.0,3.2462706136688146e-07,2.45141101248767e-07,0.19,1.0
124,ECB_02494,8.0,3.2423257564984146e-07,2.422466133773613e-07,0.154,1.0
125,ECB_02084,7.0,3.2400730043312193e-07,2.984616298294332e-07,0.132,1.0
126,ECB_02080,7.0,3.2390425900776774e-07,2.131764336587579e-07,0.162,1.0
127,ECB_00719,5.0,3.2374390425840703e-07,2.320213656744015e-07,0.182,1.0
128,ECB_02565,10.0,3.236003179826275e-07,2.7396957804431683e-07,0.122,1.0
129,ECB_01420,7.0,3.234978407823159e-07,3.11258097178504e-07,0.184,1.0
130,ECB_01450,11.0,3.2343210109966786e-07,2.418490904561965e-07,0.138,1.0
131,ECB_02293,4.0,3.2075798375002566e-07,2.961317996694523e-07,0.186,1.0
132,ECB_00668,7.0,3.207481473987741e-07,1.4299844910902276e-07,0.176,1.0
133,ECB_04079,5.0,3.205386870430271e-07,1.8899450390271335e-07,0.21,1.0
134,ECB_02490,5.0,3.1997286375627324e-07,1.1013884424577014e-07,0.204,1.0
135,ECB_04107,11.0,3.1983364485716114e-07,3.087861007567207e-07,0.154,1.0
136,ECB_02528,11.0,3.186721647463267e-07,2.65271408451254e-07,0.136,1.0
137,ECB_01583,8.0,3.183890017943229e-07,3.2269605663358206e-07,0.138,1.0
138,ECB_02515,6.0,3.183448148107057e-07,2.2025572267382385e-07,0.196,1.0
139,ECB_02912,6.0,3.1790192644622517e-07,2.2403661936377445e-07,0.18,1.0
140,ECB_01398,5.0,3.1775723636904075e-07,2.473934665056343e-07,0.214,1.0
141,ECB_00430,5.0,3.1719984225720035e-07,2.6072250691363685e-07,0.216,1.0
142,ECB_00996,12.0,3.1709551727249446e-07,1.6387301939919585e-07,0.15,1.0
143,ECB_00322,40.0,3.169037036311921e-07,2.887455657001357e-07,0.028,1.0
144,ECB_02396,7.0,3.158940259070824e-07,1.5928046829986728e-07,0.198,1.0
145,ECB_03878,7.0,3.157751981099023e-07,3.604710188918906e-07,0.204,1.0
146,ECB_00772,8.0,3.156187723311262e-07,2.284121323901231e-07,0.18,1.0
147,ECB_02533,162.0,3.155444150445719e-07,2.984309807802262e-07,0.0,0.0
148,ECB_02573,14.0,3.153266462525703e-07,2.0547303221878418e-07,0.098,1.0
149,ECB_03215,14.0,3.149720846227395e-07,2.8842618274766875e-07,0.124,1.0
150,ECB_01034,19.0,3.147280187121808e-07,3.9314628548397e-07,0.102,1.0
151,ECB_04157,6.0,3.14207924641922e-07,1.8828613573549685e-07,0.194,1.0
152,ECB_01218,21.0,3.138982489362086e-07,3.224861661774099e-07,0.1,1.0
153,ECB_00975,6.0,3.1371303949735025e-07,1.9126305877643138e-07,0.188,1.0
154,ECB_03942,5.0,3.1280349642288546e-07,1.8714820842599038e-07,0.216,1.0
155,ECB_03783,7.0,3.1235537130745127e-07,3.195761726580488e-07,0.198,1.0
156,ECB_01581,5.0,3.120246349255896e-07,3.1947935512622897e-07,0.202,1.0
157,ECB_00279,10.0,3.1153173856672644e-07,2.57711922569501e-07,0.176,1.0
158,ECB_00856,4.0,3.1124821874156626e-07,2.511587924418687e-07,0.25,1.0
159,ECB_01477,7.0,3.1102343319512923e-07,3.910322701948605e-07,0.228,1.0
160,ECB_00706,4.0,3.1009356323138404e-07,2.5725783868037684e-07,0.242,1.0
161,ECB_02524,51.0,3.096554638198917e-07,2.666179879777903e-07,0.034,1.0
162,ECB_04220,20.0,3.0954550619337404e-07,2.8692528725935047e-07,0.114,1.0
163,ECB_03787,21.0,3.092919712654854e-07,2.5418628799922556e-07,0.098,1.0
164,ECB_03100,8.0,3.0915882063909483e-07,2.7727696363653245e-07,0.204,1.0
165,ECB_02701,5.0,3.0854645196111763e-07,2.557955088076453e-07,0.228,1.0
166,ECB_02580,7.0,3.0851461543242786e-07,1.7283354450059227e-07,0.182,1.0
167,ECB_04201,5.0,3.0847952652658016e-07,1.0480138852767056e-07,0.264,1.0
168,ECB_04117,10.0,3.079142899803564e-07,1.493509898976941e-07,0.174,1.0
169,ECB_00045,16.0,3.0786664958919224e-07,2.365175508414613e-07,0.12,1.0
170,ECB_01003,6.0,3.06960881725775e-07,1.3357831263467845e-07,0.172,1.0
171,ECB_03012,13.0,3.0609948986490123e-07,1.7229243223244453e-07,0.134,1.0
172,ECB_02574,4.0,3.0605708838513265e-07,1.5285598629215046e-07,0.266,1.0
173,ECB_04211,24.0,3.059069344026255e-07,2.6961833071055665e-07,0.122,1.0
174,ECB_03563,19.0,3.0553467320988563e-07,2.649588668335576e-07,0.104,1.0
175,ECB_02249,16.0,3.05407819866047e-07,2.1949795210252729e-07,0.128,1.0
176,ECB_00547,5.0,3.0522665841988936e-07,2.096096014695623e-07,0.234,1.0
177,ECB_03130,4.0,3.0516136479961936e-07,3.8636532154780475e-07,0.272,1.0
178,ECB_04103,5.0,3.0464190695135e-07,2.50731015612988e-07,0.242,1.0
179,ECB_03129,4.0,3.042443063135183e-07,2.806689581210557e-07,0.278,1.0
180,ECB_01982,8.0,3.039296820023526e-07,4.535117277257991e-07,0.198,1.0
181,ECB_01313,7.0,3.0360898526979294e-07,4.215762250948968e-07,0.196,1.0
182,ECB_01664,18.0,3.035597072878597e-07,1.6433107927508624e-07,0.154,1.0
183,ECB_03580,8.0,3.035094869287015e-07,2.733987311631159e-07,0.194,1.0
184,ECB_00452,4.0,3.03468899012535e-07,1.941387245176996e-07,0.25,1.0
185,ECB_01411,19.0,3.030691546210095e-07,2.9819737050617164e-07,0.146,1.0
186,ECB_02979,18.0,3.0183009973356683e-07,3.85208499491942e-07,0.138,1.0
187,ECB_02088,4.0,3.011412853640158e-07,1.3261046547669864e-07,0.218,1.0
188,ECB_03461,12.0,3.0103584400896406e-07,2.5130810375402184e-07,0.186,1.0
189,ECB_01588,38.0,3.006737530920775e-07,2.79655657472026e-07,0.07,1.0
190,ECB_02384,5.0,3.00564276564845e-07,1.1418312044758216e-07,0.246,1.0
191,ECB_02708,6.0,2.999606911930957e-07,1.9708025226626984e-07,0.238,1.0
192,ECB_02153,8.0,2.991019810482878e-07,4.913443728329124e-07,0.194,1.0
193,ECB_00139,27.0,2.9905814790370605e-07,2.3521165468558766e-07,0.1,1.0
194,ECB_00577,5.0,2.9892499510631676e-07,3.9858404502449685e-07,0.228,1.0
195,ECB_02525,80.0,2.9814361787561924e-07,2.7379014220862194e-07,0.03,1.0
196,ECB_02228,15.0,2.9769685378830084e-07,2.228700601540852e-07,0.17,1.0
197,ECB_04192,6.0,2.976266640557414e-07,2.452467372186556e-07,0.23,1.0
198,ECB_00952,10.0,2.974027507026289e-07,4.62764029459302e-07,0.188,1.0
199,ECB_03295,30.0,2.971020305400496e-07,2.5972384079763293e-07,0.116,1.0
200,ECB_03792,5.0,2.968910507958342e-07,3.374098657780368e-07,0.218,1.0
201,ECB_03851,20.0,2.966642084217989e-07,2.86701079069801e-07,0.116,1.0
202,ECB_00267,7.0,2.959096330551528e-07,2.7454302042483813e-07,0.232,1.0
203,ECB_01278,5.0,2.9555442920164646e-07,3.415311954304127e-07,0.244,1.0
204,ECB_00779,10.0,2.9534821363564495e-07,4.3591072211135557e-07,0.212,1.0
205,ECB_03986,15.0,2.948477276333156e-07,2.449338146851746e-07,0.166,1.0
206,ECB_01208,11.0,2.9469476018118983e-07,1.2609326938751745e-07,0.214,1.0
207,ECB_02694,34.0,2.9424191038150926e-07,2.6207942989498986e-07,0.108,1.0
208,ECB_00967,4.0,2.9417374721933694e-07,3.96941482984255e-07,0.27,1.0
209,ECB_00323,31.0,2.9403158441795715e-07,2.650697393197982e-07,0.132,1.0
210,ECB_03395,10.0,2.9398773429761396e-07,2.0248580992470155e-07,0.194,1.0
211,ECB_03629,5.0,2.9273069320454927e-07,2.4572573477179313e-07,0.256,1.0
212,ECB_02493,20.0,2.926617251936547e-07,1.9814989125803476e-07,0.192,1.0
213,ECB_03318,7.0,2.926155004807007e-07,1.841290122282108e-07,0.202,1.0
214,ECB_00151,6.0,2.913032166830127e-07,3.230832381981078e-07,0.23,1.0
215,ECB_03788,5.0,2.911396870744654e-07,2.3468677216094395e-07,0.266,1.0
216,ECB_03329,5.0,2.910914224376246e-07,3.190099611418974e-07,0.288,1.0
217,ECB_02829,6.0,2.909582871947928e-07,2.3378144831140076e-07,0.272,1.0
218,ECB_04279,6.0,2.905838517869193e-07,2.987175881222169e-07,0.256,1.0
219,ECB_00384,8.0,2.8973520186663896e-07,2.3668756572468814e-07,0.276,1.0
220,ECB_03013,4.0,2.895917314694909e-07,2.680530674344656e-07,0.29,1.0
221,ECB_00923,4.0,2.8945352639386796e-07,1.554204365786817e-07,0.312,1.0
222,ECB_00276,17.0,2.893678578796368e-07,2.5092730803053137e-07,0.216,1.0
223,ECB_02527,22.0,2.8919338248173664e-07,3.096596063869574e-07,0.188,1.0
224,ECB_02376,6.0,2.8918643158424255e-07,1.765264454470524e-07,0.254,1.0
225,ECB_01838,4.0,2.8861808003123934e-07,2.4394241245202354e-07,0.292,1.0
226,ECB_01172,38.0,2.88608665773084e-07,2.4570425978975624e-07,0.136,1.0
227,ECB_02897,7.0,2.8809215459385126e-07,2.2892283533192974e-07,0.264,1.0
228,ECB_00714,6.0,2.8759703831435257e-07,2.4216152246034113e-07,0.276,1.0
229,ECB_01648,4.0,2.872570009447746e-07,2.2871151565137922e-07,0.272,1.0
230,ECB_02492,65.0,2.872384500427818e-07,2.7905806300777976e-07,0.05,1.0
231,ECB_02949,13.0,2.871293969274404e-07,2.2397459491202833e-07,0.21,1.0
232,ECB_00539,7.0,2.869934989168196e-07,1.396693930293746e-07,0.262,1.0
233,ECB_02531,22.0,2.8694744051259987e-07,2.0221303461498928e-07,0.2,1.0
234,ECB_01259,5.0,2.8648920905733773e-07,2.6138762004391917e-07,0.278,1.0
235,ECB_03397,6.0,2.8620669157042786e-07,4.237339197897646e-07,0.31,1.0
236,ECB_04137,25.0,2.8542324514087745e-07,1.905453515239576e-07,0.168,1.0
237,ECB_00964,9.0,2.853842749861009e-07,1.5723738478479004e-07,0.26,1.0
238,ECB_02173,5.0,2.853662427817269e-07,3.964833839890394e-07,0.318,1.0
239,ECB_04233,19.0,2.8463087922085626e-07,2.0445023650587938e-07,0.192,1.0
240,ECB_02974,19.0,2.8455250598231546e-07,2.204089295278622e-07,0.21,1.0
241,ECB_01320,4.0,2.841445847491809e-07,1.9142781587562367e-07,0.312,1.0
242,ECB_02674,4.0,2.8386102189725337e-07,2.5494751465777495e-07,0.292,1.0
243,ECB_02748,5.0,2.8368323346957313e-07,4.5450546866389715e-07,0.284,1.0
244,ECB_02955,5.0,2.836323310253568e-07,1.9149971186645827e-07,0.28,1.0
245,ECB_02945,24.0,2.836139771557936e-07,2.625977163109783e-07,0.2,1.0
246,ECB_01194,22.0,2.8336518020409943e-07,2.3864652661398494e-07,0.198,1.0
247,ECB_01479,7.0,2.833558468427395e-07,3.0513029400542693e-07,0.26,1.0
248,ECB_02545,24.0,2.8310160481292704e-07,2.0067398725742392e-07,0.174,1.0
249,ECB_02356,8.0,2.8304114474552684e-07,3.279730498632806e-07,0.226,1.0
250,ECB_02583,21.0,2.8289439395626866e-07,2.2036762196636595e-07,0.194,1.0
251,ECB_00282,9.0,2.828749246601857e-07,2.2023672914435033e-07,0.234,1.0
252,ECB_03206,5.0,2.828086177997225e-07,3.587724127790213e-07,0.326,1.0
253,ECB_01319,4.0,2.8220027399105556e-07,1.9819932987963783e-07,0.304,1.0
254,ECB_00040,21.0,2.820285811676685e-07,1.6391527365386047e-07,0.202,1.0
255,ECB_04215,16.0,2.818112411498903e-07,2.4225418363394717e-07,0.212,1.0
256,ECB_04195,19.0,2.8122206790352264e-07,3.076932610269413e-07,0.236,1.0
257,ECB_00537,7.0,2.8090684287431294e-07,2.481586760130112e-07,0.292,1.0
258,ECB_01963,4.0,2.8087000136012633e-07,6.106163466851979e-08,0.308,1.0
259,ECB_02844,18.0,2.805858082337984e-07,3.0565254520404924e-07,0.238,1.0
260,ECB_02630,12.0,2.802168492397564e-07,1.4643994246700654e-07,0.238,1.0
261,ECB_00929,9.0,2.8006025082055913e-07,2.3070284640017753e-07,0.248,1.0
262,ECB_02121,8.0,2.799796024300288e-07,2.7612627438761425e-07,0.292,1.0
263,ECB_00881,5.0,2.798261897028217e-07,2.1402560288487938e-07,0.326,1.0
264,ECB_03675,5.0,2.797319182473156e-07,2.1568697704377206e-07,0.318,1.0
265,ECB_03250,14.0,2.789190940856659e-07,2.383353427077258e-07,0.238,1.0
266,ECB_02179,24.0,2.787312762551735e-07,2.301510124192139e-07,0.198,1.0
267,ECB_02016,24.0,2.786939110867075e-07,2.299602667131769e-07,0.196,1.0
268,ECB_02102,4.0,2.7808733041249184e-07,2.685050563066586e-07,0.328,1.0
269,ECB_01786,5.0,2.7799779473738265e-07,2.439881421671827e-07,0.304,1.0
270,ECB_02550,6.0,2.7783754953695897e-07,1.351729312259895e-07,0.28,1.0
271,ECB_03958,6.0,2.7779536692952346e-07,2.4227002068486603e-07,0.328,1.0
272,ECB_00785,5.0,2.7750175586951246e-07,2.480508349874209e-07,0.314,1.0
273,ECB_00997,4.0,2.770102533336758e-07,3.035311669530309e-07,0.276,1.0
274,ECB_02374,7.0,2.7670410883645494e-07,1.9183323005782173e-07,0.276,1.0
275,ECB_00463,55.0,2.765338037741055e-07,2.772672986757408e-07,0.152,1.0
276,ECB_03267,5.0,2.7642514387813023e-07,7.600851553070834e-08,0.286,1.0
277,ECB_01846,7.0,2.7625800164282195e-07,1.883600057348799e-07,0.324,1.0
278,ECB_00398,4.0,2.7623340140522706e-07,2.8938227382823295e-07,0.324,1.0
279,ECB_00612,6.0,2.760897957777375e-07,1.9279511536455847e-07,0.262,1.0
280,ECB_04184,44.0,2.760759506519537e-07,2.694668511703726e-07,0.162,1.0
281,ECB_03921,31.0,2.759487142292615e-07,2.2283548562943075e-07,0.23,1.0
282,ECB_02500,6.0,2.7548777798816343e-07,2.9359083446858014e-07,0.318,1.0
283,ECB_00806,5.0,2.7548546326334513e-07,1.7238883903266113e-07,0.35,1.0
284,ECB_01055,35.0,2.754452448592629e-07,2.5152782670568144e-07,0.202,1.0
285,ECB_02977,6.0,2.7531082182121703e-07,3.0006169859125093e-07,0.288,1.0
286,ECB_01163,11.0,2.7512581892909495e-07,2.1230093286412412e-07,0.288,1.0
287,ECB_02219,4.0,2.7508267181580215e-07,1.99865435149451e-07,0.314,1.0
288,ECB_01644,7.0,2.74932642093953e-07,2.404851145426326e-07,0.318,1.0
289,ECB_01461,34.0,2.749089278783687e-07,2.723206638663653e-07,0.222,1.0
290,ECB_01595,26.0,2.7468285661894614e-07,2.5153917428674083e-07,0.218,1.0
291,ECB_01759,7.0,2.746440808975301e-07,1.6073606956675753e-07,0.292,1.0
292,ECB_02279,29.0,2.74586568785064e-07,2.42135390297189e-07,0.21,1.0
293,ECB_01083,7.0,2.745705925842416e-07,1.7502940391191668e-07,0.334,1.0
294,ECB_02751,9.0,2.745007505225497e-07,1.7073590932504954e-07,0.322,1.0
295,ECB_03542,140.0,2.74270147476152e-07,2.63869474459432e-07,0.054,1.0
296,ECB_02093,5.0,2.741107819634107e-07,4.511307701876277e-07,0.34,1.0
297,ECB_03923,18.0,2.738698961243012e-07,1.882898233633811e-07,0.294,1.0
298,ECB_03979,6.0,2.736112929098347e-07,1.8981900694697673e-07,0.316,1.0
299,ECB_01056,11.0,2.7344081502455526e-07,3.657397656962253e-07,0.278,1.0
300,ECB_03606,41.0,2.730412445922953e-07,2.286221582163738e-07,0.204,1.0
301,ECB_01200,4.0,2.729531484941023e-07,1.5130475439761828e-07,0.336,1.0
302,ECB_00126,5.0,2.7267644483598017e-07,7.875440348891828e-08,0.324,1.0
303,ECB_00987,12.0,2.72454228757653e-07,2.2002311533182064e-07,0.234,1.0
304,ECB_00251,10.0,2.7242427896665243e-07,2.7577801195938063e-07,0.296,1.0
305,ECB_03738,9.0,2.722020140244542e-07,2.7390709727987716e-07,0.322,1.0
306,ECB_01353,38.0,2.7196794660677717e-07,2.2518236639618316e-07,0.214,1.0
307,ECB_01041,20.0,2.7196686997353736e-07,2.780647632403462e-07,0.238,1.0
308,ECB_02618,66.0,2.716403563741399e-07,2.6368409353267495e-07,0.174,1.0
309,ECB_01497,34.0,2.7149239110999e-07,1.746735087092052e-07,0.22,1.0
310,ECB_01729,7.0,2.7148874030009153e-07,3.518527171702801e-07,0.31,1.0
311,ECB_03177,11.0,2.712806793697226e-07,2.57865426802836e-07,0.328,1.0
312,ECB_03951,10.0,2.710257630372476e-07,1.7687077020314546e-07,0.312,1.0
313,ECB_00289,11.0,2.709362472997003e-07,2.2131651609134976e-07,0.286,1.0
314,ECB_02351,4.0,2.7085158621521906e-07,2.5968310098081553e-07,0.34,1.0
315,ECB_00464,40.0,2.708096268049138e-07,2.4554387905594865e-07,0.188,1.0
